source_path,source_type,target_path,target_type,relation_type,confidence,current_context,recommendation,reason,risk,suggested_action,responsible_agent,requires_manual_review,status_onda1,reason_onda1,applied_at,backup_path
13 - Base de Conhecimento/01 - Playbooks/Apontamento Local via Arquivo hosts no Linux.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento Local via Arquivo hosts no Linux.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Localização e Edição do Arquivo Hosts (Windows vs Server).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento Local via Arquivo hosts no Linux.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento Local via Arquivo hosts no Linux.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Resolução de Verificação de Acesso via Cloudflare.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento de E-mail para StayCloud (Site Externo).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento de E-mail para StayCloud (Site Externo).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Apontamento de E-mail para StayCloud (Site Externo).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Ativação de Logs de Erro PHP (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Ativação de Logs de Erro PHP (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Ativação de Logs de Erro PHP (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Checklist Inicial - StayCloud.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Erro de Curl Timeout ao Acessar cPanel.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Abertura de Fatura para Renovação de Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como configurar o balancemaento de carga no cloudflare.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como configurar o balancemaento de carga no cloudflare.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como configurar o balancemaento de carga no cloudflare.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como configurar o balancemaento de carga no cloudflare.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Resolução de Verificação de Acesso via Cloudflare.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Como configurar o balancemaento de carga no cloudflare.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.75,Conexões internas,manter,playbook/processo aponta para índice temático previsto pelo fluxo antigo,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Otimização de Cache na Cloudflare.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Verificação de Acesso via Cloudflare.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Domínio com Erro 403.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,13 - Base de Conhecimento/01 - Playbooks/Domínio com Erro 503.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Como Renovar o Domínio.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Configuração de Novo Domínio.md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Conferência de Certificado SSL.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conversão de Domínio de Complemento em Conta (WHM).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conversão de Domínio de Complemento em Conta (WHM).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conversão de Domínio de Complemento em Conta (WHM).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conversão de Domínio de Complemento em Conta (WHM).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Conversão de Domínio de Complemento em Conta (WHM).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Guia Interno Staycloud - Apontamentos DNS.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,GENÉRICA,0.58,Conexões internas,sugerir revisão/limpeza,link para hub amplo fora de seção claramente navegacional,médio,substituir por link ao MOC,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Como Acessar o Painel de Controle (cPanel).md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Criação de Banco de Dados (cPanel).md,tutorial,13 - Base de Conhecimento/01 - Playbooks/Erro de Curl Timeout ao Acessar cPanel.md,tutorial,SEMÂNTICA FORTE,0.68,Conexões internas,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Diagnóstico Rápido - E-mail DNS Spam e Migração.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,SEMÂNTICA FORTE,0.68,Matriz de diagnóstico,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Diagnóstico Rápido - E-mail DNS Spam e Migração.md,processo,13 - Base de Conhecimento/01 - Playbooks/Resolução de Conflitos de DNS de E-mail.md,processo,REDUNDANTE,0.95,Matriz de diagnóstico,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Diagnóstico Rápido - E-mail DNS Spam e Migração.md,processo,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,SEMÂNTICA FORTE,0.68,Matriz de diagnóstico,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Diagnóstico Rápido - E-mail DNS Spam e Migração.md,processo,13 - Base de Conhecimento/01 - Playbooks/Procedimento de Acesso a Contas de E-mail via cPanel.md,processo,REDUNDANTE,0.95,Matriz de diagnóstico,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
13 - Base de Conhecimento/01 - Playbooks/Diagnóstico Rápido - E-mail DNS Spam e Migração.md,processo,13 - Base de Conhecimento/01 - Playbooks/Migração de E-mails.md,processo,SEMÂNTICA FORTE,0.68,Matriz de diagnóstico,manter,conteúdos operacionais do mesmo contexto,médio,manter,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
